FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
246945.txt,https://www.travelvu.app,23,www.travelvu.app,16,0,app,100,1,0.001502,0.049128936,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,970,4961,1,travelvu,100,100,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,25,29,24,117,9,122,1
mw73717.txt,http://www.ritebet388.com,24,www.ritebet388.com,18,0,com,71.29251701,1,0.5229071,0.051269236,3,1,0,0,0,9,0.375,3,0.125,0,0,0,1,0.042,0,2,2826,1,ritebet388,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
mw14018.txt,http://www.cija-drive.com,24,www.cija-drive.com,18,0,com,77.14285714,0.6,0.5229071,0.059500166,3,1,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,9,51,1,cija-drive,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096262.txt,https://e35654e7-c578-4f38-9fc3-3686d9c6d67c.id.repl.co,55,e35654e7-c578-4f38-9fc3-3686d9c6d67c.id.repl.co,47,0,co,31.85453448,0.227272727,0.0059772,0.026660552,2,2,0,0,0,18,0.327,22,0.4,0,0,0,7,0.127,1,198,869,1,e35654e7-c578-4f38-9fc3-3686d9c6d67cidrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
832698.txt,https://www.ozarkssportszone.com,31,www.ozarkssportszone.com,24,0,com,100,1,0.5229071,0.06154878,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,4750,52477,1,ozarkssportszone,100,100,1,1,1,0,0,1,0,21,1,1,1,1,0,0,1,0,1,45,62,105,247,13,269,1
119586.txt,https://www.machinery.co.uk,26,www.machinery.co.uk,19,0,uk,100,0.833333333,0.028555,0.061086441,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,3227,2513,1,machineryco,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,90,16,13,108,0,48,1
8009452.txt,https://att-101358.weeblysite.com/,33,att-101358.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.04409235,3,1,0,0,0,16,0.485,6,0.182,0,0,0,3,0.091,1,68,80,1,att-101358weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
867327.txt,https://www.freesettlerorfelon.com,33,www.freesettlerorfelon.com,26,0,com,100,1,0.5229071,0.067628213,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,297,221,1,freesettlerorfelon,100,100,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,6,5,4,1,0,9,1
630905.txt,https://www.designedbyiman.com,29,www.designedbyiman.com,22,0,com,100,1,0.5229071,0.057485463,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,282,9381,1,designedbyiman,100,100,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,9,21,29,42,2,43,1
8096975.txt,https://summer-bar-33e2.hkyxkf.workers.dev/,43,summer-bar-33e2.hkyxkf.workers.dev,34,0,dev,46.47553139,0.333333333,0.0009613,0.04275605,3,2,0,0,0,26,0.605,3,0.07,0,0,0,6,0.14,1,92,394,1,summer-bar-33e2hkyxkfworkers,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0
56308.txt,https://www.livenationentertainment.com,38,www.livenationentertainment.com,31,0,com,100,1,0.5229071,0.066973835,3,1,0,0,0,25,0.658,0,0,0,0,0,1,0.026,1,845,3726,1,livenationentertainment,100,100,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,48,12,23,81,2,82,1
41355.txt,https://www.sheffield.gov.uk,27,www.sheffield.gov.uk,20,0,uk,100,0.769230769,0.028555,0.045982216,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,4029,2703,1,sheffieldgov,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,7,70,53,279,0,22,1
842884.txt,https://www.colecoboxart.com,27,www.colecoboxart.com,20,0,com,100,1,0.5229071,0.070398952,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,424,1104,1,leboxart,0,0,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,36,5,16,2,0,5,1
616900.txt,https://www.gfbags.com,21,www.gfbags.com,14,0,com,100,1,0.5229071,0.050800417,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,959,13352,1,gfbags,100,100,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,30,11,15,35,0,38,1
557702.txt,https://www.fiscalcouncil.ie,27,www.fiscalcouncil.ie,20,0,ie,100,1,0.0015878,0.059840455,2,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1058,8330,1,fscalcouncl,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,7,4,9,182,0,188,1
518478.txt,https://www.sanghan.co,21,www.sanghan.co,14,0,co,100,1,0.0059772,0.057339017,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,491,403,1,sanghan,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,54,2,3,2,0,9,1
27733.txt,https://www.fla-shop.com,23,www.fla-shop.com,16,0,com,100,0.625,0.5229071,0.057906246,3,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,613,2780,1,fla-shop,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,19,4,7,50,0,49,1
7970488.txt,http://facebook-checkpoint-policy-violation-social-network8.ml/,62,facebook-checkpoint-policy-violation-social-network8.ml,55,0,ml,24.25029516,0.230769231,0.0001306,0.059122059,2,0,0,0,0,48,0.774,1,0.016,0,0,0,6,0.097,0,19,190,1,facebook-checkpoint-policy-violation-social-network8,100,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
401596.txt,https://www.emsa.com,19,www.emsa.com,12,0,com,100,1,0.5229071,0.077268193,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1026,3799,1,emsa,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,92,1,7,103,12,29,1
714416.txt,https://www.neolove.ru,21,www.neolove.ru,14,0,ru,100,1,0.0180132,0.069666256,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,3197,1198,1,neolove,100,100,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,43,14,46,133,8,1,1
543830.txt,https://www.mcphersonsentinel.com,32,www.mcphersonsentinel.com,25,0,com,100,1,0.5229071,0.065096167,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1229,23189,1,mcphersonsentinel,100,100,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,12,9,20,97,6,107,1
mw5922.txt,http://www.seemonitor.xyz,24,www.seemonitor.xyz,18,0,xyz,73.06122449,1,0.0017496,0.063036871,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7719165.txt,https://rcube000008.firebaseapp.com/,35,rcube000008.firebaseapp.com,27,0,com,58.04428767,0.782608696,0.5229071,0.045417395,3,1,0,0,0,19,0.543,6,0.171,0,0,0,2,0.057,1,86,5116,1,rcube000008firebaseapp,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
79884.txt,https://www.rosebikes.de,23,www.rosebikes.de,16,0,de,100,1,0.0326503,0.058700952,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,4816,1003,1,rosebikes,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,0,124,2,9,96,1,44,1
232087.txt,https://www.willfrolicforfood.com,32,www.willfrolicforfood.com,25,0,com,100,1,0.5229071,0.059065812,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,4409,16694,1,willfrolicforfood,100,100,1,0,1,0,0,1,0,9,0,1,1,1,0,1,1,0,1,41,5,17,128,0,36,1
876542.txt,https://www.nuv.ac.in,20,www.nuv.ac.in,13,0,in,100,0.666666667,0.0050842,0.05299683,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,4033,8047,1,nuvac,0,0,1,1,1,0,0,1,0,6,0,1,1,0,0,0,1,0,1,85,17,34,1,1,238,1
mw200120.txt,http://www.snowremoval-services.com,35,www.snowremoval-services.com,28,0,com,61.875,0.6,0.5229071,0.064268229,3,1,0,0,0,22,0.629,0,0,0,0,0,2,0.057,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113444.txt,https://www.ngg.ae/app/,23,www.ngg.ae,10,0,ae,54.18181818,1,0.0004267,0.05207241,2,1,0,0,0,8,0.348,0,0,0,0,0,3,0.13,1,11,85,1,nggapp,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw1jan1329.txt,http://www.appeal-status-review-100215899.web.app,48,www.appeal-status-review-100215899.web.app,42,0,app,30.2602745,0.470588235,0.001502,0.039027552,3,2,0,0,0,23,0.479,9,0.188,0,0,0,5,0.104,0,2,60,0,0,2.941176471,2.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw241332.txt,http://www.net.joostjansen.ml,29,www.net.joostjansen.ml,22,0,ml,48.08864266,0.8,0.0001306,0.060962305,2,2,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,20,212,1,netjoostjansen,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw115328.txt,http://www.december.zzz.com.ua,29,www.december.zzz.com.ua,23,0,ua,79.05817175,0.5625,0.0023239,0.053450985,2,3,0,0,0,15,0.517,0,0,0,0,0,3,0.103,0,55,558,1,decemberzzzcom,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,5,0
150896.txt,https://www.sprinklebit.com,26,www.sprinklebit.com,19,0,com,100,1,0.5229071,0.056020732,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,566,214,1,sprinklebit,100,100,1,0,1,0,0,1,0,2,0,1,1,1,1,1,1,1,1,29,1,5,37,1,16,1
mw38688.txt,http://www.date.voiceofman.com,29,www.date.voiceofman.com,23,0,com,56.59519168,0.733333333,0.5229071,0.068023753,3,2,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8083770.txt,http://www.shopeevxs.com/,25,www.shopeevxs.com,17,0,com,84.61538462,1,0.5229071,0.057752142,3,1,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,9,50,1,shopeevxs,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8018924.txt,https://voubalitiquemono.firebaseapp.com/,40,voubalitiquemono.firebaseapp.com,32,0,com,52.18394886,0.607142857,0.5229071,0.058949369,3,1,0,0,0,30,0.75,0,0,0,0,0,2,0.05,1,17,110,1,voubalitiquemonofirebaseapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
137224.txt,https://www.elizabethnj.org,26,www.elizabethnj.org,19,0,org,100,1,0.0799628,0.053931115,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2424,3113,1,elizabethnj,100,100,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,12,18,71,0,24,1
831349.txt,https://www.miopencarry.org,26,www.miopencarry.org,19,0,org,100,1,0.0799628,0.065851075,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,524,1926,1,miopencarry,100,100,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,15,21,9,69,0,26,1
700885.txt,https://www.phorecast.com,24,www.phorecast.com,17,0,com,100,1,0.5229071,0.067550224,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,724,15169,1,phorecast,100,100,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,21,8,10,108,1,151,1
780.txt,https://www.gene.com,19,www.gene.com,12,0,com,100,1,0.5229071,0.073353228,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,618,4413,1,gene,100,100,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,3,17,94,0,4,1
92314.txt,https://www.cateee.net,21,www.cateee.net,14,0,net,100,1,0.0384199,0.078143196,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,175,228,1,cateee,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,20,0,4,1
mw65891.txt,http://www.magic.welco.live,26,www.magic.welco.live,20,0,live,63.14338235,0.545454545,0.0003718,0.057167484,4,2,0,0,0,13,0.5,0,0,0,0,0,2,0.077,0,8,41,1,magicwelco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090014.txt,https://d-outlook3930034.firebaseapp.com/,41,d-outlook3930034.firebaseapp.com,32,0,com,55.23200758,0.678571429,0.5229071,0.046169052,3,1,0,0,0,22,0.537,7,0.171,0,0,0,4,0.098,1,3,231150,0,0,3.571428571,3.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
89466.txt,https://www.csiweb.com,21,www.csiweb.com,14,0,com,100,1,0.5229071,0.061269089,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1382,8047,1,csiweb,100,100,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,35,4,18,128,5,147,1
251307.txt,https://www.mysolo.app,21,www.mysolo.app,14,0,app,100,1,0.001502,0.060629065,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,841,466,1,mysolo,100,100,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,30,12,13,37,3,37,1
864884.txt,https://www.narrabase.net,24,www.narrabase.net,17,0,net,100,1,0.0384199,0.067401239,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,5407,13643,1,narrabase,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,79,0,2,20,0,172,1
8052581.txt,http://down.shopeevipx.com/,27,down.shopeevipx.com,19,0,com,63.71191136,0.733333333,0.5229071,0.054507861,3,1,0,0,0,17,0.63,0,0,0,0,0,3,0.111,0,2,843,1,downshopeevipx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
8034575.txt,http://simpulud-tarmigo.rf.gd/,29,simpulud-tarmigo.rf.gd,22,0,gd,41.3582465,0.473684211,0.0000502,0.049047054,2,1,0,0,0,19,0.655,0,0,0,0,0,3,0.103,0,2,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
588307.txt,https://www.vihreattassut.fi,27,www.vihreattassut.fi,20,0,fi,100,1,0.0027596,0.052552801,2,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,727,9455,1,vihreattassut,100,100,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,27,6,6,48,0,54,1
131065.txt,https://www.afpc.org,19,www.afpc.org,12,0,org,100,1,0.0799628,0.059757824,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,704,871,1,afpc,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,29,1,3,98,0,38,1
8125424.txt,https://i1-outlook-o365-shared-view.web.app/,44,i1-outlook-o365-shared-view.web.app,35,0,app,31.93650794,0.35483871,0.001502,0.048120741,3,1,0,0,0,25,0.568,4,0.091,0,0,0,7,0.159,1,45,117,1,i1-outlook-o365-shared-viewweb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8131935.txt,https://bafybeic22jysn4z5af74jstfdqlwxxsctyytickynao5rctfqx42regoyu.ipfs.dweb.link/twebmail.html,96,bafybeic22jysn4z5af74jstfdqlwxxsctyytickynao5rctfqx42regoyu.ipfs.dweb.link,74,0,link,9.17448231,0.376811594,0.0003306,0.038114137,4,2,0,0,0,74,0.771,9,0.094,0,0,0,5,0.052,1,391,463,1,bafybeic22jysn4z5af74jstfdqlwxxsctyytickynao5rctfqx42regoyuipfsdwebtwebmailhtml,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,3,0,0,1,0
8114255.txt,http://corpusstage.com/,23,corpusstage.com,15,0,com,79.88888889,1,0.5229071,0.064047915,3,0,0,0,0,14,0.609,0,0,0,0,0,2,0.087,0,41,112,1,corpusstage,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24852.txt,https://www.truelocal.com.au,27,www.truelocal.com.au,20,0,au,100,0.769230769,0.0100856,0.06919213,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,313,4419,1,trueloclcom,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13,4,8,17,0,7,1
158118.txt,https://www.bioliteenergy.com,28,www.bioliteenergy.com,21,0,com,100,1,0.5229071,0.06366694,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,4290,4133,1,bioliteenergy,100,100,1,0,1,1,0,1,0,25,0,1,1,1,1,1,1,0,1,64,13,57,164,10,77,1
408746.txt,https://www.rosenbergradio.com,29,www.rosenbergradio.com,22,0,com,100,1,0.5229071,0.067784832,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,897,14131,1,rosenbergradio,100,100,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,16,6,16,18,0,30,1
8059368.txt,https://webmail-104334.weeblysite.com/,38,webmail-104334.weeblysite.com,29,0,com,55.29924693,0.68,0.5229071,0.044244938,3,1,0,0,0,20,0.526,6,0.158,0,0,0,4,0.105,1,271,20129,1,webmail-104334weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
177193.txt,https://www.lewiscarroll.org,27,www.lewiscarroll.org,20,0,org,100,1,0.0799628,0.06381189,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,476,8047,1,lewiscarroll,100,100,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,13,23,29,88,0,93,1
8118234.txt,https://cr000.bnmovil.repl.co,29,cr000.bnmovil.repl.co,21,0,co,48.93999281,0.611111111,0.0059772,0.049776772,2,2,0,0,0,15,0.517,3,0.103,0,0,0,3,0.103,1,176,96,1,cr000bnmovilrepl,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,1,0,0,0,0,0
99336.txt,https://www.psandman.com,23,www.psandman.com,16,0,com,100,1,0.5229071,0.062584115,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,404,680,1,psandman,100,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,2,1,0,3,1
8021387.txt,https://investigate-wellsfargo-encryption.com/login/sign-in/signonv2screen.go/verify.php?auth&amp;apitoken=ddl85bsswcxf220,121,investigate-wellsfargo-encryption.com,37,0,com,14.21628059,0.363636364,0.5229071,0.051469986,3,0,0,0,0,94,0.777,5,0.041,1,1,0,12,0.116,1,17,4193,0,0,0,0.943396226,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
242944.txt,https://www.sh-com.jp,20,www.sh-com.jp,13,0,jp,100,0.666666667,0.0230451,0.053676902,2,1,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,1547,8047,1,sh-com,100,100,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,65,10,14,198,0,201,1
7987912.txt,https://bancdebogot.webcindario.com,34,bancdebogot.webcindario.com,27,0,com,65.80442877,0.52173913,0.5229071,0.062367833,3,1,0,0,0,24,0.706,0,0,0,0,0,2,0.059,1,121,149,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0
8098664.txt,https://tight-limit-0f93.9urdvqae.workers.dev/,46,tight-limit-0f93.9urdvqae.workers.dev,37,0,dev,27.1500519,0.303030303,0.0009613,0.042731854,3,2,0,0,0,28,0.609,4,0.087,0,0,0,6,0.13,1,44,7212884,1,tight-limit-0f939urdvqaeworkers,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
589775.txt,https://www.azpaintsupply.com,28,www.azpaintsupply.com,21,0,com,100,1,0.5229071,0.049191861,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,3088,8166,1,azpaintsupply,100,100,1,0,1,0,0,1,0,20,0,1,1,1,1,1,1,0,1,33,78,34,235,0,62,1
mw30069.txt,http://www.f0615153.xsph.ru,26,www.f0615153.xsph.ru,20,0,ru,61.58088235,0.923076923,0.0180132,0.01495528,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0615153xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8029302.txt,http://accts-rcvryd3.rf.gd/?i=1,30,accts-rcvryd3.rf.gd,19,0,gd,35.66477631,0.5,0.0000502,0.046421753,2,1,0,0,0,16,0.533,1,0.033,1,1,0,4,0.2,0,2,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
701981.txt,https://www.imgburn.com,22,www.imgburn.com,15,0,com,100,1,0.5229071,0.055866533,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,820,1135,1,imgburn,100,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,11,1,9,2,0,23,1
406677.txt,https://www.advancesradonc.org,29,www.advancesradonc.org,22,0,org,100,1,0.0799628,0.06566921,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,7509,26824,1,advancesradonc,100,100,0,1,1,0,0,0,1,16,0,1,1,1,0,0,1,1,1,5,29,17,35,2,54,1
557087.txt,https://www.brunodarocha.com,27,www.brunodarocha.com,20,0,com,100,1,0.5229071,0.064733539,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1905,3558,1,brunodarocha,100,100,1,0,1,0,0,1,1,3,0,1,1,1,0,0,0,0,1,28,1,20,11,3,12,1
mw213631.txt,http://www.onlyonnetflix.com,28,www.onlyonnetflix.com,21,0,com,68.66589773,1,0.5229071,0.058752685,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,83,117,1,onlyonnetflix,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58230.txt,https://www.tokyo-cci.or.jp,26,www.tokyo-cci.or.jp,19,0,jp,100,0.5,0.0230451,0.060769632,2,2,0,0,0,11,0.423,0,0,0,0,0,3,0.115,1,1948,251,1,tokyo-ccior,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,48,10,50,234,1,43,1
463928.txt,https://www.britishboxers.co.uk,30,www.britishboxers.co.uk,23,0,uk,100,0.875,0.028555,0.055572385,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,1830,24379,1,britishboxersco,0,0,0,1,1,0,0,0,1,18,1,1,1,1,1,1,0,0,0,64,20,33,297,2,311,1
8120362.txt,https://bafybeic3j2udnplyuhdvjv6urrq3oj44v4qxpu5cilhzk4trfiwojeedry.ipfs.dweb.link/pagefem345%20uch.html#fel@fel.zcu.cz,119,bafybeic3j2udnplyuhdvjv6urrq3oj44v4qxpu5cilhzk4trfiwojeedry.ipfs.dweb.link,74,0,link,8.208981182,0.217391304,0.0003306,0.035201119,4,2,1,3,0.025,87,0.731,14,0.118,0,0,1,9,0.084,1,400,746,1,bafybeic3j2udnplyuhdvjv6urrq3oj44v4qxpu5cilhzk4trfiwojeedryipfsdwebpagefem345%20uchhtml#fel@felzcucz,0,0,0,1,1,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,2,6,0,0,2,0
713016.txt,https://www.ruffledfeathersgc.com,32,www.ruffledfeathersgc.com,25,0,com,100,1,0.5229071,0.054436734,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,603,6212,1,ruffledfeathersgc,100,100,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,12,7,12,83,9,29,1
428790.txt,https://www.circleloop.com,25,www.circleloop.com,18,0,com,100,1,0.5229071,0.070938571,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,3714,446,1,circleloop,100,100,1,1,1,0,0,1,0,2,0,1,1,1,1,0,1,0,1,175,3,10,137,10,36,1
584978.txt,https://www.prime-server.info,28,www.prime-server.info,21,0,info,100,0.583333333,0.0075051,0.057645472,4,1,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,877,974,1,prime-server,100,100,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,85,1,5,24,12,7,1
oph11993.txt,https://dhlhome.de/app/,23,dhlhome.de,10,0,de,58.50340136,1,0.0326503,0.05212287,2,0,0,0,0,12,0.522,0,0,0,0,0,3,0.13,1,274,100,1,dhlhomeapp,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
mw50710.txt,http://www.s3fuhn8sjhbx.top,26,www.s3fuhn8sjhbx.top,20,0,top,43.33639706,0.5,0.0002752,0.032469597,3,1,0,0,0,12,0.462,2,0.077,0,0,0,1,0.038,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223662.txt,https://www.nsoft.com,20,www.nsoft.com,13,0,com,100,1,0.5229071,0.065799204,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1591,2101,1,nsoft,100,100,1,1,1,1,0,1,0,3,0,1,1,0,0,1,0,0,1,9,2,9,81,0,75,1
552181.txt,https://www.conventionfloral.com,31,www.conventionfloral.com,24,0,com,100,1,0.5229071,0.066157468,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,926,3289,1,nventionfloral,87.5,87.5,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,24,4,4,6,0,18,1
896171.txt,https://www.africannewsworld.com,31,www.africannewsworld.com,24,0,com,100,1,0.5229071,0.059488137,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,617,9381,1,africannewsworld,100,100,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,9,8,57,1,59,1
